gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,master's degree,free/reduced,none,54,59,50
male,group E,some college,standard,none,90,76,77
female,group C,some high school,free/reduced,none,49,57,52
male,group D,some college,standard,completed,73,62,62
female,group A,high school,standard,completed,71,82,75
male,group B,some college,standard,none,69,54,58
male,group B,associate's degree,standard,none,66,52,58
female,group D,associate's degree,standard,none,60,69,68
female,group D,some high school,free/reduced,completed,71,87,77
male,group C,high school,standard,completed,58,49,52
male,group D,associate's degree,standard,none,49,56,49
female,group B,high school,standard,none,66,80,75
male,group B,some high school,free/reduced,completed,46,52,54
female,group C,some college,standard,none,62,59,66
female,group A,some college,standard,none,55,59,62
female,group D,associate's degree,free/reduced,completed,57,76,74
female,group E,associate's degree,standard,none,86,96,98
male,group C,associate's degree,free/reduced,completed,44,47,51
female,group C,associate's degree,standard,none,86,82,84
male,group C,associate's degree,free/reduced,none,76,68,68
female,group D,associate's degree,standard,completed,74,72,74
female,group C,some college,free/reduced,completed,64,82,83
female,group A,some high school,standard,none,71,83,74
female,group B,high school,free/reduced,none,36,62,46
female,group C,associate's degree,standard,completed,70,84,85
male,group E,some college,standard,completed,83,72,69
female,group C,some high school,standard,completed,77,88,84
male,group D,some high school,standard,none,88,79,75
female,group B,associate's degree,standard,none,81,87,83
male,group C,high school,standard,completed,74,69,71
male,group D,some high school,free/reduced,none,51,52,53
male,group C,associate's degree,standard,none,67,79,65
female,group D,master's degree,standard,none,82,88,95
female,group C,some college,standard,none,56,62,63
male,group B,some college,standard,completed,71,76,74
male,group C,some college,standard,none,81,93,84
male,group D,associate's degree,standard,none,62,51,52
female,group E,high school,standard,none,74,86,77
male,group C,associate's degree,standard,none,75,68,68
male,group D,master's degree,standard,none,93,81,85
female,group C,high school,standard,none,60,72,63
female,group D,high school,standard,none,64,64,59
male,group D,high school,free/reduced,completed,68,67,66
female,group C,some high school,standard,none,46,56,52
female,group D,bachelor's degree,standard,completed,66,74,80
male,group C,master's degree,free/reduced,none,81,82,68
female,group D,bachelor's degree,free/reduced,none,26,41,49
male,group D,associate's degree,standard,none,38,50,43
female,group D,bachelor's degree,standard,completed,72,76,82
female,group E,high school,standard,none,78,77,70
female,group B,some college,free/reduced,completed,46,63,57
male,group B,high school,standard,none,69,68,61
male,group E,associate's degree,standard,none,72,58,64
male,group C,some college,standard,none,52,40,44
male,group C,some college,free/reduced,completed,46,48,51
male,group D,some high school,standard,completed,76,74,83
male,group A,some high school,free/reduced,completed,61,63,66
male,group A,high school,standard,none,58,53,51
female,group B,associate's degree,free/reduced,none,46,62,53
male,group B,some college,free/reduced,none,58,57,47
female,group C,bachelor's degree,standard,completed,51,58,68
male,group D,high school,standard,none,86,81,78
female,group D,some college,standard,completed,71,80,78
female,group D,master's degree,standard,none,49,63,69
male,group A,associate's degree,free/reduced,completed,79,82,82
female,group E,associate's degree,standard,none,87,95,96
male,group D,associate's degree,standard,completed,67,73,68
female,group B,high school,standard,completed,65,83,77
female,group C,bachelor's degree,free/reduced,none,65,73,76
male,group B,associate's degree,free/reduced,completed,84,76,76
male,group C,some high school,free/reduced,completed,59,61,62
male,group A,bachelor's degree,standard,completed,86,82,87
male,group C,some high school,free/reduced,completed,54,60,59
male,group E,associate's degree,standard,completed,93,85,85
female,group C,bachelor's degree,free/reduced,none,45,65,60
male,group E,some college,standard,completed,86,82,78
female,group C,associate's degree,standard,none,85,89,82
male,group B,high school,free/reduced,none,58,48,46
female,group B,some college,free/reduced,none,45,52,54
male,group B,associate's degree,free/reduced,completed,83,79,76
male,group B,some college,standard,none,65,64,61
female,group D,high school,standard,none,62,63,62
female,group D,some high school,standard,none,59,70,60
female,group B,associate's degree,standard,none,80,87,82
male,group D,some college,standard,none,58,64,57
male,group D,some college,standard,none,67,64,69
male,group A,some high school,standard,none,70,61,50
male,group D,high school,free/reduced,none,61,57,53
female,group C,some high school,free/reduced,none,44,60,53
male,group D,some college,standard,completed,63,56,61
male,group D,some high school,standard,none,83,79,75
female,group D,bachelor's degree,free/reduced,none,61,68,73
female,group B,master's degree,free/reduced,completed,57,74,78
female,group D,some college,free/reduced,completed,73,77,79
female,group C,bachelor's degree,standard,none,83,89,89
male,group E,associate's degree,standard,completed,84,82,80
female,group B,high school,free/reduced,none,76,88,82
female,group C,bachelor's degree,free/reduced,completed,43,50,56
female,group B,some college,free/reduced,none,43,53,54
male,group C,high school,standard,none,83,81,73
male,group D,some college,free/reduced,none,71,63,63
female,group C,bachelor's degree,standard,completed,62,60,77
male,group D,some college,standard,completed,83,82,83
male,group B,some high school,standard,completed,62,58,58
female,group E,some college,standard,completed,84,87,95
female,group B,high school,standard,none,81,90,89
female,group B,high school,standard,none,66,71,70
female,group C,some college,standard,completed,76,83,83
male,group D,some college,standard,none,71,64,72
male,group B,associate's degree,standard,completed,92,90,93
male,group A,bachelor's degree,standard,none,63,59,55
male,group D,associate's degree,standard,completed,66,55,63
female,group B,bachelor's degree,standard,none,75,83,80
female,group C,associate's degree,free/reduced,completed,80,93,92
female,group E,associate's degree,standard,none,59,60,68
female,group C,associate's degree,standard,none,59,62,67
female,group D,high school,standard,none,69,74,77
male,group B,bachelor's degree,free/reduced,none,88,72,76
female,group B,high school,standard,none,48,51,58
male,group C,some college,standard,none,52,45,41
male,group C,some college,standard,none,61,41,39
female,group C,bachelor's degree,standard,completed,79,96,95
male,group E,some college,standard,none,52,54,50
male,group B,associate's degree,free/reduced,completed,59,54,52
female,group C,high school,free/reduced,none,32,54,48
female,group A,some college,standard,none,68,84,81
male,group B,associate's degree,free/reduced,none,57,56,55
male,group C,high school,standard,none,71,58,54
female,group C,high school,free/reduced,none,36,41,42
female,group B,master's degree,free/reduced,completed,52,71,66
male,group C,some high school,free/reduced,none,77,74,62
female,group E,high school,standard,none,53,46,46
male,group C,master's degree,standard,none,66,57,58
male,group C,high school,standard,none,53,51,48
male,group D,associate's degree,standard,none,72,80,74
female,group D,some high school,standard,none,84,89,86
female,group B,some high school,free/reduced,completed,58,61,69
female,group C,some college,standard,none,56,48,57
male,group B,high school,free/reduced,none,30,24,17
male,group C,bachelor's degree,free/reduced,none,54,58,55
male,group C,associate's degree,free/reduced,none,61,53,51
female,group D,some high school,standard,none,55,69,57
male,group B,some college,standard,completed,62,65,70
female,group D,some high school,free/reduced,none,65,87,84
female,group D,associate's degree,standard,none,75,78,87
female,group D,high school,standard,none,70,79,73
male,group D,high school,standard,none,40,53,54
male,group A,bachelor's degree,free/reduced,none,61,71,67
male,group B,bachelor's degree,standard,none,63,68,64
male,group E,associate's degree,standard,none,50,45,41
male,group E,some college,standard,completed,85,79,78
female,group B,bachelor's degree,standard,none,59,71,67
female,group C,high school,free/reduced,none,67,78,72
female,group E,bachelor's degree,standard,none,34,45,39
male,group D,some college,standard,none,71,57,62
male,group A,some high school,free/reduced,none,66,75,65
female,group D,high school,free/reduced,none,72,92,85
female,group E,high school,standard,none,100,96,91
female,group C,some high school,free/reduced,none,50,55,51
male,group D,some college,free/reduced,none,60,49,58
female,group D,some college,standard,completed,73,75,79
male,group E,some college,standard,none,68,58,49
female,group D,high school,standard,none,76,79,84
male,group D,some high school,standard,none,84,84,78
female,group E,bachelor's degree,standard,none,99,100,99
female,group C,high school,standard,none,72,80,83
male,group D,bachelor's degree,free/reduced,completed,76,68,77
male,group D,master's degree,standard,none,88,86,82
male,group C,master's degree,free/reduced,completed,74,67,71
female,group D,some high school,standard,none,77,85,86
male,group C,some college,free/reduced,completed,51,51,55
